Name,Function,Indoor/Outdoors,Details,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Score,NumOfReviews,Latitude,Longitude,Image
반포한강공원,공원,Outdoor,"반포대교(잠수교)를 중심으로 상류는 한남대교, 하류는 동작대교 사이 강변 남단에 위치해 있고, 길이는 7.2㎞로 서초구 반포동, 동작구 흑석동에 인접해 있습니다. 물을 뿜을 때마다 아름다운 풍경을 연출하여 일곱빛깔 무지개처럼 다양한 볼거리와 즐길거리를 제공합니다. 또한 물방울놀이터, 인라인허브, 축구장, 농구장 등 체육시설이 있습니다. 동작대교 남단에는 전망대가 설치되어 탁 트인 한강수면 위로 펼쳐진 넓은 하늘과 강변 빌딩숲을 감상할 수 있습니다. 서래섬은 계절에 따라 유채, 메밀 등의 작물을 식재하여 꽃이 피는 시기에는 서래섬을 일주하는 산책코스로 인기가 높습니다. 여의도와 잠원한강공원으로 연결되는 7.2㎞의 자전거도로, 산책로가 분리되어 시원한 강바람을 맞으며 자전거타기, 조깅, 산책을 즐기면서 반포한강공원에서 오감만족 시간을 누려보세요.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.2,"2,042",37.5110052,126.9961397,BanpoHangangPark.jpg
선릉과 전릉,역사유적지,Outdoor,서울특별시 강남구 삼성동에 있는 조선시대 선릉과 정릉을 합한 능호.,Closed,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,4.3,363,37.5067588,127.0467917,SeolleungandJeongneungRoyalTombs.jpg
잠실 한강공원,공원,Outdoor,"잠실철교에서 영동대교 사이 강변 남단에 위치해 있으며, 잠실종합운동장, 롯데월드, 올림픽공원이 인접해 있어 어느 지역보다 생활체육시설 및 문화시설을 함께 이용하기 편리합니다. 자연학습장은 각종 꽃,야생화,농작물 등이 잘 조성되어 어린이들의 자연학습과 가족단위의 소풍장소로 인기가 높습니다. 또한 잠실 수중보의 물고기길(어도)은 남녀노소 할 것 없이 살아있는 한강을 직접 느낄수 있고, 생태프로그램도 운영되고 있는 또 하나의 자랑거리이다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,"1,009",37.5179526,127.081523,JamsilHanRiverPark.jpg
양재시민의숲,공원,Outdoor,"1980년대 개포지구 토지구획 정리사업의 일환으로 1983년에 착공하고 1986년 11월에 완공하여 문을 열었다. 1986년의 서울아시아경기대회와 1988년의 제24회 올림픽경기대회를 위해 서울특별시의 관문인 양재 톨게이트 주변에 조성한 공원으로, 다양한 수종의 숲이 볼만하다. 면적은 총 25만 8,992㎡이며 그 중 녹지대가 20만 5872㎡, 주차장이 5,972㎡, 광장이 7,211㎡, 기타 시설이 3만 9937㎡를 차지한다. 주요 시설물로는 조경시설로 잔디광장과 파고라(그늘막) 등이 있고 운동시설로 배구장·배드민턴장·테니스장이 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,486,37.4706864,127.0333837,YangjaeCitizens'Forest.jpg
올림픽경기장,스포츠 단지,Outdoor,"면적 54만 5000m2. 수용능력 20만 명. 동대문운동장과 장충체육관 등 기존시설만으로는 국내외의 스포츠 수요에 대응하기 어려움을 감안하여 서울시가 1976년 10월 건설기본계획을 수립하였다. 대한탁구협회가 건설할 계획이었던 사라예보 세계탁구제패 기념관을 흡수하여 이를 종합운동장 내의 실내체육관으로 확장 건설할 것을 결정했다. 실내체육관(7,000평 : 수용능력 2만 명)은 1979년 4월에 준공 ·개관하였고, 실내수영장(6000평 : 4,500명 수용)도 1980년 12월에 완공하였다. 1982년 6월 야구장(1만 8000평 : 5만 명 수용능력)이 준공되었고, 시설면적 4만 평에 수용인원 10만 명, 2층 구조 관람석을 갖춘 주경기장도 1984년 9월에 개장하였다. 이 밖에 보조경기장(2만 명 수용능력) ·데크플라자 ·주차장 ·녹지 등이 조성되었다. 지하철 2호선의 운동장 앞 경유, 입체교차로, 지하보도 등의 설치로 교통 소통을 원활히 하고 단지내에 기념탑과 기타 각종 편의시설을 갖추었다",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.2,909,37.5153144,127.0707589,OlympicStadium.jpg
송파나루공원,공원,Outdoor,"서울특별시 송파구 잠실동에 있는 호수로, 한강매립사업을 통해 형성되었다. 호수의 면적은 21만 7,850㎡이며 담수량은 636만t, 평균수심은 4.5m이다. 호수 조성 후 송파대로(서울 송파구의 남북을 가로지르는 간선도로)가 호수를 가로질러 가게 되면서부터 동호(東湖, 10만 5,785㎡)와 서호(西湖, 11만 2,065㎡)로 구분됐다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,510,37.5097431,127.1008244,SongpaNaruPark(Seokchon Lake Park).jpg
가락시장,시장,Outdoor,"시장은 청과시장, 채소시장, 건고추매장, 마늘매장, 수산시장, 건어물경매장, 축산시장, 직판시장, 청과관련시장, 건어물관련시장, 건어물창고 및 가공처리장, 냉동창고, 서비스동, 축산물직판장, 주유소, 주차장, 관리금융동으로 구분되어 있다. 청과시장은 462개의 점포, 수산시장은 206개의 점포, 축산시장은 육가공실·저장고, 주차장은 동시주차능력 4,850대를 갖추었다. 이밖의 시설로는 도축장, 소매시장, 수산관련 상품시장, 트럭단위 판매장 등이 있다. 편의시설로는 은행·우체국·관리사무실·유통정보실 등이 수용된 관리금융동과 휴게실·목욕탕·식당·이발관·매점 등의 휴식시설동이 있으며, 출하자와 반입차량의 운전 기사를 위한 무료휴게실이 마련되어 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4,"1,171",37.4928569,127.1126744,GarakMarket.jpg
뚝섬 한강공원,공원,Outdoor,"한강공원이 조성되기 이전부터 강변유원지로 유명했던 곳입니다. 수상에서는 시원한 바람을 맞으며 낭만과 젊음을 만끽할 수 있는 윈드서핑, 수상스키, 모터보트 등 수상스포츠가 활발하게 이루어지고 있습니다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,"1,009",37.5291052,127.0678368,TtukseomHanRiverPark.jpg
서울시청,정부청사,Indoor,서울특별시의 자치행정을 총괄하는 행정기관.,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,Closed,Closed,4,195,37.5615506,126.9732605,SeoulCityHall.jpg
북서울 꿈의숲,공원,Outdoor,"다른 지역에 비해 공원이 부족한 서울 동북부 지역의 시민들에게 도심 속에서 자연을 느낄 수 있는 휴식 공간을 제공하는 데 목적이 있다. 숲의 형태는 친환경적 요소를 강조해 공원 전체에 걸쳐 지름 30-40㎝에 높이 20m의 나무 104종 42만 그루를 옮겨 심는다. 대표적인 나무 종은 참나무·서어나무·산벚나무 등이며, 한국 고유종이 대부분을 차지한다. 5개의 테마로 조성되는데, 제1테마는 뚝섬 문화예술공원으로, 광장·야외무대·아틀리에·게이트볼장·인공연못 등 시민들이 다양한 여가 활동을 즐길 수 있는 곳이다. 제2테마는 뚝섬 생태숲으로, 야생동물이 서식할 수 있도록 자연 그대로의 숲을 재현한 곳이다. 꽃사슴·고라니·다람쥐·다마사슴 등을 풀어 놓은 곳으로 가이드 동반하여 출입도 가능하다. 472m의 보행다리는 한강 선착장과 연결된다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,945,37.6214313,127.0384306,NorthSeoulDreamForest.jpg
노량진 수산시장,시장,Indoor,"서울특별시가 개설한 도매시장으로, 주력 사업은 생산자와 소비자의 이익을 보호하기 위해 전국에서 위탁된 대량·다종의 수산물을 공개경쟁매매 또는 정가·수의매매 등으로 판매하는 수탁판매(경매) 사업이다. 그밖에 주력사업의 효율적인 운영을 위해 부대시설 임대, 얼음 제조 및 판매, 냉동창고 운영, 주차장 운영 사업 등 부대사업을 수행한다. 주요 시설은 활어·선어·패류 등의 경매장(2,106평), 건어·젓갈 판매장(2,564평), 활어보관장, 중도매인사무실(2,308평), 출하주 휴게실, 간이 냉장고, 주차장(9,387평), 식당·약국·커피숍 같은 편의시설(712평) 등이다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.8,"7,033",37.5152131,126.9386684,NoryangjinFisheriesWholesaleMarket.jpg
보라매공원,공원,Outdoor,"면적 40만 7529m2. 공군사관학교로 쓰여오다가 1985년 12월 서울시에서 인수, 1986년 5월에 복지시설 위주의 시립공원으로 개원하였다. 주요 시설물로는 대운동장을 비롯하여 잔디광장, 독서실, 청소년수련장, 소동물원, 체육관, 수영장, 장애자복지관, 남부노인종합복지관 등이 있으며, 그 밖에 연못, 녹지, 산책로, 조깅코스 등이 마련되어 있다. ",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,"1,824",37.5152079,126.9057464,BoramaePark.jpg
롯데월드타워,관광명소,Indoor,대한민국에서 가장 높은 마천루. 서울특별시 송파구 신천동 롯데월드몰에 있는 초고층 빌딩으로 국내 최초로 100층을 넘긴 최고층(지상 123층) 건물이자 새로운 랜드마크다.,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,4.3,"13,492",37.5131507,127.1013039,LotteWorldTower.jpg
스타필드 코엑스 몰,쇼핑몰,Indoor,서울 강남구 삼성동에 위치한 대형 쇼핑몰&복합문화공간. 국내에 거의 최초로 들어선 복합쇼핑몰로 2000년 5월 코엑스몰이란 명칭으로 개장한 이후 명성을 떨치다 2016년 스타필드가 들어서며 스타필드 코엑스몰로 명칭이 변경되었다.,10:30AM-10PM,10:30AM-10PM,10:30AM-10PM,10:30AM-10PM,10:30AM-10PM,10:30AM-10PM,10:30AM-10PM,4.2,"8,899",37.5116833,127.056914,StarfieldCoexMall.jpg
서대문 독립공원,역사적 명소,Outdoor,"일제강점기에 의병투쟁, 3·1독립만세운동, 항일투쟁 등으로 투옥되어 옥고를 치르다 순국한 선열들을 기리기 위하여 조성되었다. 이곳의 옥사는 1908년 일제가 침략을 본격화하기 위하여 지은 근대식 감옥으로, 경성감옥이라는 명칭으로 문을 열었는데 항일투사들이 늘어나자 일제가 마포구 공덕동에 새로 감옥을 지어 1912년에 서대문감옥으로 명칭을 바꾸었다. 그후 1923년에는 서대문형무소로, 1946년에는 경성형무소로, 1950년에는 서울형무소로 바뀌었고 1961년에는 서울교도소로 개칭되었다가 1967년 7월에 서울구치소로 바뀌는 등 여러 차례 그 명칭이 바뀌었다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.5,53,37.5740613,126.9541663,SeodaemunIndependencePark.jpg
서대문 자연사박물관,박물관,Indoor,"대지면적 1만 174㎡, 연면적 6,959㎡에 지하 1층 지상 3층 규모로, 3개 주제관 및 부속시설로 이루어지며 수장고·교육실·연구실·표본제작실·훈증실·항온항습기실 등 부대시설이 있다. 1층에는 인간과 자연관·기획전시실·카페테리아·뮤지엄숍·시청각실·가상체험실이 자리잡고 있고, 2층에는 생명진화관·자료실, 3층에는 지구환경관·돌마당·나무마당이 있다. 전시물은 역사적인 흐름에 맞추어 시간적·공간적 순서에 따라 입체적인 디오라마(diorama) 형식으로 전시하며, 전시물 외에 동영상을 제공하고 여러 체험프로그램을 개발·운영한다. ",Closed,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-7PM,10AM-7PM,4.2,883,37.5759115,126.9344615,SeodaemunMuseumofNaturalHistory.jpg
화양동 느티나무 공원,공원,Outdoor,"서울특별시 기념물 제 2호 화양동 느티나무가 모여있는 공원이며, 총 7그루가 한 곳에 모여 자라고 있다. 나이는 700년 정도로 추정된다. 높이는 약28m이며, 7그루 총 둘레는 7.5m이다. 이곳처럼 7그루가 한 곳에 모여있는 광경음 보기 드물어 기념물로 지정하여 보호하고 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,5,37.5505389,127.072134,Hwahyang-dongzelkovaPark.jpg
광진광장공원,공원,Outdoor,"세종대 옆 사거리에 위치한 넓은 시민공원이다.  오밀조밀하고 복잡한 대학가 주변에 넓은 광장이 있어 좋은면은 있으나, 공간 활용도가 조금 떨어지는 면이 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4,54,37.5505389,127.072134,GwangjinSquarePark.jpg
아남공원,공원,Outdoor,서울 성동구 성수동2가에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3,7,37.5468721,127.0472021,AnamPark.jpg
한마음공원,공원,Outdoor,서울 광진구 중곡동에 위치한 공원.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.9,28,37.5505389,127.072134,HanmaumPark.jpg
살곶이체육공원,공원,Outdoor,서울 성동구 사근동에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.9,305,37.5541209,127.0319534,SalgoiSportsPark.jpg
해오름공원,공원,Outdoor,서울 광진구 중곡동에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.1,25,37.5505389,127.072134,HaeoreumPark.jpg
간데메공원,공원,Outdoor,"서울특별시가 '공원녹지확충 5개년계획'의 일환으로 공원녹지가 부족한 동대문구 주택밀집 지역의 전매청 창고 자리에 조성한 공원으로, 1997년 12월 19일 착공하여 1998년 7월 18일 완공하고 문을 열었다. 공원 명칭은 옛날 답십리 일대에 있던 간데메(중산) 자연부락에서 따온 것이다. 면적은 총 1만 5,180㎡이다. 주요 시설물은 관리시설로 관리사무소와 나무다리 1개소가 있고 조경시설로 연못, 팔각정, 장미그늘시렁, 음수전, 사각정자 5개소가 있다. 운동시설로는 평행봉·게이트볼장·농구장·배드민턴장이 있이 있으며, 그밖에 편의시설로 안내판 5개소, 자전거 보관대 2개소, 의자 46개가 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4,115,37.5733686,127.0311752,KandemePark.jpg
구의공원,공원,Outdoor,서울 광진구 구의동에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,57,37.5505389,127.072134,GuuiPark.jpg
용마폭포공원,공원,Outdoor,"면목동 산 1-4번지에 위치하는 용마폭포는 골재 채취장으로 사용하였던 용마산 암절벽을 이용하여 당시 동양 최대의 인공폭포와 공원을 조성하였다. 인공폭포는 총 세갈래의 폭포 줄기로 이루어져 있으며, 중앙의 폭포는 용마폭포, 좌측이 청룡폭포, 우측이 백마폭포이다. 용마폭포는 폭 3-10m, 2단으로 이루어진 51.4m의 높이를 자랑하고 있으며, 청룡폭포는 21m, 백마폭포는 21.4m로 이루어져 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,314,37.5505389,127.072134,YongmaFallsPark.jpg
아차산배수지체육공원,공원,Outdoor,서울 광진구 구의동에 위치한 체육공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.1,85,37.5505389,127.072134,AchasanDistributionSportsPark.jpg
답십리공원,공원,Outdoor,서울 동대문구 답십리동에 위차한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.7,9,37.5743965,127.0458959,DapsimniPark.jpg
정말어린이공원,공원,Outdoor,서울특별시 광진구 자양동에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.9,23,37.5505389,127.072134,jungmarChildren'sPark.jpg
용두근린공원,공원,Outdoor,서울시 동대문구 용두동에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.1,37,37.5732295,127.0217594,YongduNeighborhoodPark.jpg
장독골공원,공원,Outdoor,서울 광진구 자양동에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4,9,37.5505389,127.072134,JangdoGolPark.jpg
향림근린공원,공원,Outdoor,서울 은평구 불광동에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2.3,3,37.546733,127.0359255,HallimPark.jpg
왕십리문화공원,공원,Outdoor,서울 성동구 도선동에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,18,37.5617309,127.0177601,WangsimniCulturalPark.jpg
성수근린공원,공원,Outdoor,서울 성동구 성수동2가에 위치한 공원,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.5,27,37.5447332,127.0348978,SeongsuNeighborhoodPark.jpg
풀잎문화센터,문화센터,Indoor,"풀잎문화센터는 일반 학원과 복지관, 백화점문화센터와 차별화하여 가족적ㅇ니 분위기 속에서 아침 10시부터 저녁 9시 사이에 본인이 편한 시간을 이용 자유로이 선택 수강할 수 있으며, 또한 각 강좌 사범코스를 수료한 회원은 자격증 시험ㅇ르 시행 취득 후 강사활동을 할 수 있으며, 홈클래스 및 공방운영도 가능합니다.",10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,Closed,Closed,4,2,37.539321,127.049844,Grass-LeafCultureCenter.jpg
광진문화예술회관,문화센터,Indoor,"광진문화예술회관 은 700 여석의 고급공연장과 전용 전시실을 비롯한 문화교실, 수영장, 인터넷정보검색실을 갖춘 종합 문화·여가공간으로 2005년 5월 그 첫 번째 마당을 열게 되었습니다. 특히 광진문화예술회관 내 나루아트센터는 고전음악은 물론 대중음악을 만족시키는 첨단 무대, 음향, 조명시설을 갖추고 1년 내내 끊이지 않는 공연 예술의 박동소리를 들을 수 있는 풍성한 공연 예술의 장이 되고, 100여 평 규모의 전용전시실에서는 미술, 사진전 등 수준 높은 전시회를 지속적으로 개최하여 구민 여러분들의 문화적 갈증을 해소시켜 드리고자 합니다.",6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,4.1,82,37.5505389,127.072134,GwangjinCulture&ArtsCenter.jpg
서울교육문화센터,문화센터,Indoor,"예술교육정보자료관은 문화예술 교육활동을 지원하는 교육자료 및 다양한 예술 장르의 도서, 연구자료, 정기간행물, 영상자료 등 2만여 점이 넘는 자료를 소장하고 있는 예술교육전문자료관으로 문화예술교육정보의 허브 역할을 수행하며, 문화예술교육관련 네트워크를 위한 열린공간을 지향합니다. 2,4주 일요일, 법정 공휴일 휴관.",6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,Closed,3.9,44,37.561926,127.0390355,SeoulEducation&CultureCenter.jpg
청담문화센타,문화센터,Indoor,"청담문화센터는 다양한 프로그램과 전문적인 강사진으로 운영되며 최고의 강좌를 개설운영하고 있으며, 주민의 말씀에 귀 기울여 불편사항 수시로 보완 개선하는데 최선을 다하고 있습니다. 아침요가, 힐링요가, 필라테스, 단전, 방송댄스, 댄스스포츠, 챠밍댄스, 한국무용, 민요소리&장구, 유아&초등미술, 유아발레, 키즈잉글리쉬, 플루트, 어린이레고, 수리셈 등 강습 운영 됩니다.",9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,4,2,37.5250521,127.0317745,CheongdamCulturalCenter.jpg
광진구정보화교육센터,문화센터,Indoor,서울특별시 광진구 화양동에 위치한 교육 문화센터이다. 어르신들이 이용하기에 적합하다.,9:30AM-6PM,9:30AM-6PM,9:30AM-6PM,9:30AM-6PM,9:30AM-6PM,9:30AM-6PM,9:30AM-6PM,4.4,5,37.5505389,127.072134,Gwangjin-guInformationCenter.jpg
한국문화센터 건대지부,문화센터,Indoor,서울 광진구 뚝섬로에 위치한 문화센터,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,Closed,,,37.5412895,127.0496743,KoreaCultureCenter.jpg
중곡문화체육센터,스포츠 단지,Indoor,"중곡동을 상징하는 미래지향적인 친환경 빌딩으로, 역동적 디자인으로 주민들에거 열린 커뮤니티 광장을 조성하여 문화를 즐기며 삶을 건강하게 향유할 수 있는, 문화와 스포츠가 접목된 주민화합공간을 제공 합니다.",6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,4.3,120,37.5505389,127.072134,JunggokCulturalSportsCenter.jpg
장안1동문화센터,문화센터,Indoor,서울시 동대문구 장안동에 위치한 문화센터,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,3.3,3,37.5505389,127.072134,Jangan1-dongCultureCenter.jpg
압구정평생학습관,문화센터,Indoor,"압구정로데오 거리에 위치한 지상 2-6층의 쾌적한 시설이다. 압구정 유일하게 마련되어 있는 요리교실이 있으며 그 밖에도, 헬스, 에어로빅, 요가, 탁구 등 다양한 건강, 체육 강좌 운영하고 있다. 또한 영어, 일본어, 중국어 등 부담 없이 배울 수 있는 어학 강좌도 운영하고 있다. 지역주민이 편리하고 저렴하게 이용가능한 종합 문화, 체육시설이다.",9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,4,8,37.5272625,127.0182323,ApgujeongLifeLearningCenter.jpg
광진문화원,문화센터,Indoor,"광진문화원은 향토사료조사, 문화탐방, 우리문화체험교실, 어르신 문화프로그램, 전통성년례, 청소년 문예대제전 등의 문화예술행사를 기획 및 개최하고 있습니다. 또한, 나이와 계층을 초월하고, 문화가족들간의 만남과 소통을 원할하게 하기 위하여 300여개의 문화예술강좌를 운영하고, 다양한 동아리 활동을 지원하고 있습니다.",9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,3.9,24,37.5505389,127.072134,GwangjinCulturalCenter.jpg
언더스탠드에비뉴,문화센터,Indoor,"언더스탠드에비뉴는 신한은행의 디지털 인프라를 결합하여 청년창업가들의 꿈을 키우고 실현시키는 혁신적인 창업 ∙ 창직 플랫폼입니다. 자신이 좋아하고 잘하는 일을 하며, 사회에 기여하는 미래 인재를 키우기위해 창업 ∙ 창직 교육부터 시장 테스트, 금융 및 투자 지원, 판매 유통 지원까지 원스톱 통합 솔루션을 제공합니다. 또한 취업 교육 및 유망 스타트업 구인 구직 매칭 등을 통해 취업을 희망하는 청년을 응원합니다.",10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,4,53,37.5434438,127.0270002,Understandavenu.jpg
성동구건강가정지원센터,건강 센터,Indoor,성동구 건강가정·다문화가족지원센터는 2007년부터 한양대학교가 성동구청의 위탁을 받아 운영하고 있습니다. 건강가정지원센터를 개소한 이후 2011년 다문화가족지원센터까지 확대 개편되어 성동구의 가정 및 다문화가족을 위한 다양한 서비스를 지속적으로 제공하고 있습니다. ,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,4.3,4,37.5654117,127.0136123,Seongdong-guHealthandFamilySupportCenter.jpg
광진문화재단 나루아트센터,문화센터,Indoor,"광진문화재단나루아트센터는 광진구의 대표 문화 기관으로서 중추적인 역할을 담당하며 지역의 문화 특성과 니즈를 연구하여 소통에 앞장서고, 남녀노소 모두가 함께 할 수 있는 문화적 생태계를 구현을 목표로 하고있다. 또한 광진구만의 개성과 지역 문화에 맞춘 다양한 콘텐츠를 시도하여 양질의 곤영 서비스를 제공하고, 능동로 일대를 문화의 거리로 성하여 지역 예술의 상징적 공간으로 자리잡고 있다.",8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,3.9,110,37.5505389,127.072134,GwangjinCulturalFoundationNaruArtsCenter.jpg
