Name,Function,Indoor/Outdoors,Details,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Score,NumOfReviews,Latitude,Longitude,Image
알렌센터,문화센터,Indoor,"의료 + 문화 + 라이프를 상징하는 의료문화복합공간으로, 일상 생활속에서 현대인들이 겪고있는 사소한 미병검진 치료부터 DNA 유전자 검진을 통한 암,난치병 전문치료를 진행하고 있으며, 줄기세포를 이용한 성형, 피부과 뷰티센터를 운영하고있습니다. 또한 개인 맞춤형 푸드테라피와 스파에스테틱 서비스를 제공하며 고품격 문화, 예술, 공연, 전시등을 통합 운영하는 국내유일 , 세계유일의 의료문화센터입니다.",8:30AM-9PM,8:30AM-9PM,8:30AM-9PM,8:30AM-9PM,8:30AM-9PM,8:30AM-9PM,Closed,,,37.525177,127.0304705,AllenCenter.jpg
성동문화재단,문화센터,Indoor,"성동문화재단은 다양한 문화자원을 보유한 성동구의 문화예술이 여러분과 함께 가장 가까운 곳에서 성동구민이 문화의 가치를 향유할 수 있는 토대를 마련하고자 설립되었습니다. 앞으로, 성동문화재단에서는 예술인들이 곳곳에서 문화 활동을 전개할 수 있도록 문화정책과 프로그램을 개발하고, 공연장, 도서관 등 관내 소재한 문화 시설을 더욱 효율적으로 활용하여 문화라는 매개체를 통하여 주민을 위해 다양한 문화 활동들을 활발히 펼쳐나갈 계획입니다. 나아가, 이처럼 귀한 문화와 예술을 성동구민 모두와 함께 나눔으로서, 문화가 다가가기 어렵고 고고한 예술이 아닌, 누구나 공평하게 향유할 수 있도록 하여 문화로 참여하고 문화로 소통하는 행복한 문화로 사람냄새가 물씬 나는 건강한 문화도시로 꽃피울 수 있도록 최선을 다해 노력하겠습니다.",9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,,,37.5716772,127.0193874,SeongdongCulturalFoundation.jpg
에이트 인스티튜트,문화센터,Indoor,"에이트 인스티튜트는 Fine Art를 기반으로 한 아트 컨텐츠를 기획, 생산, 교육하는 문화예술 전문 교육기관으로서 Art Advisory Group을 지향합니다.",9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,Closed,Closed,,,37.5261291,127.0294445,AitInstitute.jpg
삼성2동문화센터,문화센터,Indoor,서울 강남구 봉은사로에 위치한 문화센터,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,4.1,17,37.5111817,127.0284827,Samsung2-dongCultureCenter.jpg
CGV 강변,영화관,Indoor,서울특별시 광진구 광나루로에 위치한 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4,986,37.5505389,127.072134,CGVGangbyeon.jpg
CGV 왕십리,영화관,Indoor,서울특별시 성동구 왕십리광장로에 위치한 영화관,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4.2,"1,262",37.5620999,127.020582,CGVWangsimni.jpg
롯데시네마 건대입구,영화관,Indoor,서울특별시 광진구 아차산로에 위치한 영화관,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4.1,703,37.5505389,127.072134,LotteCinemaKonkukUniversityEntrance.jpg
롯데시네마 장안,영화관,Indoor,서울특별시 동대문구 답십리로에 위치한 영화관,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.8,132,37.5505389,127.072134,LotteCinemaJang-An.jpg
CGV 압구정 본관,영화관,Indoor,서울 강남구 논현로에 위치한 영화관,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.8,463,37.5244988,127.0113564,CGVApgujeong-dongMainBuilding.jpg
KU씨네마테크,영화관,Indoor,KU시네마테크는 건국대학교 예술문화관에 위치한 독립/예술영화관 이다.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4.3,85,37.5505389,127.072134,KUCinema.jpg
잠실자동차극장,자동차극장,Outdoor,서울특별시 송파구 잠실동에 위치한 자동차 극장,9:30AM-12PM,9:30AM-12PM,9:30AM-12PM,9:30AM-12PM,9:30AM-12PM,9:30AM-12PM,9:30AM-12PM,3.5,46,37.5172454,127.05122,JamsilMotorTheater.jpg
CGV 청담 씨네시티,영화관,Indoor,서울특별시 강남구 도산대로에 위치한 영화관,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4.2,676,37.5228508,127.0195115,CGVCheongdamCinecity.jpg
혜화동돈가스극장,극장,Indoor,"서울에서도 종로구, 그중에서도 혜화동은 멋과 맛이 뛰어나기로 정평이 난 곳입니다. 혜화문에서, 혜화로터리, 혜화역에 이르는 수많은 길과 골목에는 청춘의 열기와 향수가 짙게 배어 있습니다. 골목마다 자리잡은 소극장들과 길가에 위치한 영화관! 그리고 마로니에공원 주변에는 오래된 상점들과 맛집들이 저마다의 추억을 간직하고 있습니다. 혜화동 돈까스극장은 혜화동에서도 오랜 시간 사랑을 받아왔던 돈까스, 함박과 떡볶이, 짬뽕, 우동, 냉면, 쫄면을 콜라보한 브랜드입니다. 전 메뉴와 소스를 본사에서 자체개발해 프리미엄화를 구축했으며, 동종업계 대비 최저가의 원부자재 공급을 원칙으로 하고 있습니다. 메뉴와 주방은 직영점 운영노하우를 기반으로 창업자의 편의성을 최대한 고려했습니다. 인테리어는 밝고 명랑한 소극장무대를 테마로, 추억이 간직될 친근한 공간을 추구하고 있습니다.",11AM-10PM,11AM-10PM,11AM-10PM,11AM-10PM,11AM-10PM,11AM-10PM,Closed,,,37.5505389,127.072134,Hyehwa-dongDongasTheater.jpg
롯데시네마 청량리,영화관,Indoor,서울특별시 동대문구 왕산로에 위치한 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4.1,843,37.5805621,127.0304806,LotteCinemaCheongnyangni.jpg
대한극장,영화관,Indoor,"대한 극장은 1958년 미국 20세기 폭스 필름의 설계에 따라 1,900여 개즈이 좌석을 갖추고 서울시 중구 충무로에 개관하였습니다. <벤허>,<사운드 오브 뮤직>,<킬링필드>,<마지막황제> 등 대작 위주의 상영을 고집합니다. 최근들어 극장의 형태가 멀티플렉스관으로 전환하는 추세에 따라 2001년 12월 15에 대규모 공사를 진행 수 재개관 하였다.",9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4,967,37.5610636,126.9778196,DaehanTheater.jpg
서울극장,영화관,Indoor,"1979년, 합동영화사가 종로에 터를 잡고 시작한 서울극장은 한 개의 스크린으로 시작하였습니다. 그리고 1989년에는 최초의 복합상영관으로 자리매김하며 멀티플렉스 시스템을 도입하였습니다. 총 11개관을 보유한 서울극장은 2017년 대대적인 리뉴얼을 통해 관객편의 시설을 확충하며 복합문화공간으로 거듭나기 위하여 노력하고 있습니다.",8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,4.3,92,37.5697471,126.974182,SeoulTheater.jpg
롯데시네마 황학,영화관,Indoor,서울특별시 중구 청계천로에 위치한 영화관,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.8,12,37.5712514,127.0041318,LotteCinemaHwanghak-dong.jpg
롯데시네마 강동점,영화관,Indoor,서울특별시 강동구 천호옛길에 위치한 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.8,590,37.5366748,127.1080164,LotteCinemaGangdong.jpg
대한극장 청담,극장,Indoor,"대한극장은 최고의 맛을 위한 집념 ,퀄리티가 다른 투뿔 등심의 지존, 옛추억과 마블링이 살아있는 집이다. 대표메뉴인 꽃등심과 불꽃 숙성 등심은 대한극장 대표 메뉴로서 1+등급이상의 최고급 한우만을 엄선하여 대한극장만의 노하우로 20일~35일 이상 숙성시켜 육즙이 살아있는게 특징. 타 매장과 다르게 토치와 불쇼로 눈과 입을 즐겁게 하는 비쥬얼과 맛을 다 갖춘 한우 전문점이다. 최상급의 살치살,갈비살과 같은 다른 업체에서 보기 힘든 소 배부위인 업진살 등을 주 메뉴로 판매하고 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.6,7,37.525324,127.0340902,DaehanTheaterCheongdam-dong.jpg
화양극장,음식점,Indoor,청담 명품거리에 위치한 분위기 좋은 술집입니다. 화양연화 컨셉으로 인테리어하여 색채돋는 술자리를 즐기실 수 있는 곳입니다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.9,17,37.5248923,127.0300478,HwayangTheater.jpg
청춘극장,극장,Indoor,서울특별시 중구 새문안로에 위치한 영화관.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5505389,127.072134,YouthTheater.jpg
CGV 건대입구,영화관,Indoor,서울특별시 광진구 아차산로에 위치한 영화관,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.7,20,37.5397613,127.0494215,CGV KonkukUniversityEntrance.jpg
롯데시네마 월드타워,영화관,Indoor,서울특별시 송파구 올림픽로 롯데월드 몰 내에 위치한 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4.4,"1,993",37.5140711,127.0875412,LotteCinemaLotteWorldTower.jpg
CGV 압구정 신관,영화관,Indoor,서울 강남구 압구정로에 위치한 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.5,4,37.5242861,127.0118728,"CGVApgujeong,NewTheater .jpg"
메가박스 코엑스,영화관,Indoor,서울특별시 강남구 봉은사로에 위치한 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4.4,"1,805",37.5124447,127.041281,MegaboxStarfieldCOEXMall.jpg
메가박스 상봉,영화관,Indoor,서울특별시 중랑구 망우로에 위치한 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.8,692,37.5931722,127.0571721,MegaboxSangbong.jpg
롯데시네마 브로드웨이(신사),영화관,Indoor,서울특별시 강남구 도산대로에 위치한 영화관,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.4,332,37.5165695,127.004235,LotteCinemaBroadway(Sinsa).jpg
메가박스 동대문,영화관,Indoor,서울특별시 중구 장충단로에 위치한 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4.2,904,37.5668686,126.9900682,MegaboxDongdaemun.jpg
CGV 상봉,영화관,Indoor,서울특별시 중랑구 상봉로에 위치한 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4,798,37.5975887,127.0748089,CGVSangbong.jpg
메가박스 EOE4,영화관,Indoor,서울특별시 중구 장충단로에 위치한 Megabox에서 운영하는 자동차 영화관.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,3.9,12,37.5512593,126.9849303,MegaboxEOE4.jpg
돈호야군자점,일본 음식점,Indoor,돈호야 군자점은 오픈하면서 부터 고객들의 관심과 발길이 끊이지 않고 있다. 돈호야 군자점만의 독특한 맛과 아늑한 인테리어 그리고 편안한 접객서비스로 고객들을 뜰어들이고 있다.,10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,3.6,5,37.5505389,127.072134,DonhoyaGunja.jpg
조씨네 고기국수,음식점,Indoor,건대에서 국수를 찾는다면 당연 조씨네고기국수.,11:30AM-3PM,11:30AM-3PM,11:30AM-3PM,11:30AM-3PM,11:30AM-3PM,11:30AM-3PM,11:30AM-3PM,4.1,101,37.5505389,127.072134,Cho'smeatnoodle.jpg
Tokyo420,일본 음식점,Indoor,건대 일식 맛집 도쿄420. 일본 현지에서 맛볼 수 있는 한 그릇 요리. 가성비 좋고 맛있는 요리들을 판매하는 곳이다. 건대 건국문 쪽에는 잘 꾸며진 식당이 몇 없어서 유난히 돋보이는 식당이다. ,11:30AM-9PM,11:30AM-9PM,11:30AM-9PM,11:30AM-9PM,11:30AM-9PM,11:30AM-9PM,11:30AM-9PM,3.6,83,37.5505389,127.072134,Tokyo420.jpg
대명소곱창,음식점,Indoor,"군자역 먹자골목 안 곱창집 중에서 손꼽히는, 군자역 토박이 맛집 대명소곱창입니다. 기분좋은 맛은 역시 서비스가 마지막인듯, 챙겨주고 맛나게 구워주는 그맛이 역시 끝내줍니다.",15AM-12PM,15AM-12PM,15AM-12PM,15AM-12PM,15AM-12PM,15AM-12PM,15AM-12PM,4.1,70,37.5505389,127.072134,DaemyungSopchang.jpg
소문난 성수 감자탕,음식점,Indoor,"30년이 넘게 사랑받고있는 옛날식감자탕 맛집입니다. 국내산 돼지 등뼈와 잡뼈를 24시간 고와낸 육수가 특징입니다. 뼈와 살코기, 감자를 넣고 단순하게 끓여낸 옛날 방식의 감자국 식사 메뉴가 인기입니다. 간단한 식사로 뼈해장국도 인기입니다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2,2,37.5428492,127.0368908,SomunnanGamjatang(PorkBoneSoup).jpg
건국갈비,음식점,Indoor,안녕하세요. 건국갈비 입니다. 저희 가게를 1998 년 이후로 꾸준히 찾아 주셔서 감사합니다. 더 나은 서비스와 맛으로 꾸준히 여러분 곁에 있겠습니다.,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,Closed,3.7,18,37.5505389,127.072134,Konkukgalbi.jpg
명문한우가,한국식 소고기 전문 음식점,Indoor,"내 가족을 위한 안심 먹거리를 지향하는 명문한우가는 탕국 한 그릇에도 전통의 비법을 중시하여 가마솥에 소의 각 부위를 푸짐히 넣고 정성과 진심으로 끓여낸다. 특상등급 한우를 부답스럽지 않은 저렴한 가격으로 제공하여 회식자리나 데이트에도 안성맞춤이다. 갈비탕, 차돌된장찌개를 서비스로 제공하는 산채비빔밥은 저렴한 가격으로 판매해 점심시간엔 학생부터 직장인들까지 다양한 손님들로 언제나 북적인다. 어린이대공원역 근처에 있어 가족나들이, 데이트 후 식사를 하기에 좋고, 인근에는 건국대와 세종대가 있어서 활기찬 젊음의 느낌도 만끽할 수 있다. 회식, 데이트, 간단한 점심식사를 위한 장소를 찾고있다면 명문한우가를 추천한다.",10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,3,5,37.5505389,127.072134,MwungmunBeefRestaurant.jpg
벨피아또,이탈리아 음식점,Indoor,"건대 앞 더클래식500 건물에 있는 이탈리안 레스토랑입니다. 코스요리에서부터 전채요리, 메인요리, 디저트 등의 단품까지 다양하게 준비하고 있습니다. 파스타는 생면과 건면을 원하는 종류로 고를수 있지요. 드라이에이징한 쇠고기로 만든 스테이크는 육즙이 살아있다는 평을 듣고 있지요.",11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,11:30AM-3:30PM,4,133,37.5505389,127.072134,BelPiatto.jpg
매드포갈릭 건대스타시티점,이탈리아 음식점,Indoor,마늘로 풍미를 더하고 와인을 즐길 수 있는 매드포갈릭입니다. 분위기와 맛 모두 즐겨보세요!,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,3.7,76,37.5505389,127.072134,MADFORGARLIC.jpg
페스타마레,이탈리아 음식점,Indoor,이탈리아에서 유명한 파스타 체인점이다. 파스타리또는 점원들도 친절하고 편안한 분위기의 레스토랑이라 관광객들이 편안하게 음식을 즐기기에 안성맞춤인 곳이다.,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,3.7,32,37.5505389,127.072134,Pestamare.jpg
개미집,음식점,Indoor,"불고기 낙지볶음으로 건대 앞에서만 3호점을 오픈한 곳입니다. 형제들이 각각 1,2,3호의 가게를 하나씩 운영하고 있습니다. 낙지와 돼지고기를 기본 재료로 호박,양배추, 깻잎 등의 야채를 넣고, 고추가루 양념에 땅콩 가루를 뿌려 볶아냅니다. 별도의 육수를 사용하지 않고 낙지와 각종 야채에서 우러나온 국물로 맛을 냅니다. 남은 양념 국물에 볶아낸 볶음밥도 인기입니다. 술 또는 음료는 필수로 주문해야 하니 참고하세요.",10AM-12PM,10AM-12PM,10AM-12PM,10AM-12PM,10AM-12PM,10AM-12PM,10AM-12PM,3.8,84,37.5505389,127.072134,Gaemijib.jpg
바베양장,음식점,Indoor,성수동에서 핫한 맛집이다. 가게 안 분위기는 양장점같이 꾸며놓은 공간으로 복고스러운 분위기다. 메뉴는 모든 고기 숯불바베큐로 제공되어 있다. 합리적인 가격으로 숯불 바베큐와 맥주 등을 즐길 수 있다.,11:00AM-11:30PM,11:00AM-11:30PM,11:00AM-11:30PM,11:00AM-11:30PM,11:00AM-11:30PM,11:00AM-11:30PM,11:00AM-11:30PM,3.7,58,37.542462,127.0359435,BarbeYangjang.jpg
소세지연구소 부대전골,음식점,Indoor,직접만든 국내산 독일식 수제 소세지로 샤브 부대전골을 맛보세요.,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,Closed,4.9,8,37.5484923,127.0352974,SausageLab.jpg
빠오즈푸,딤섬 전문 레스토랑,Indoor,"가성비 좋은 만두 맛집으로 대학가에서 유명한 ‘빠오즈푸’. 대표 메뉴는 부드러운 만두피 속 풍부한 고기의 육즙을 느낄 수 있는 ‘고기 빠오즈’와 탱글탱글한 새우로 속을 채운 ‘새우 지짐 만두’. 특히 지짐 만두는 한쪽 면만을 구워내 바삭한 식감과 함께 속은 찐만두와 같이 촉촉함을 유지하고 있는 것이 일품이다. 또한 발효된 밀가루 반죽으로 피를 만들어 만두를 먹은 후에도 속이 편한 것이 특징. 우리나라의 만둣국과 비슷한 ‘훈둔면’은 별미 메뉴로 아삭한 식감을 더해줄 숙주와 작은 만두, 중면이 들어있다. 면을 넣지 않으면 면대신 훈둔을 더 넣어주니 주문 시 참고할 것.",11:30AM-8:30PM,11:30AM-8:30PM,Closed,11:30AM-8:30PM,11:30AM-8:30PM,11:30AM-8:30PM,11:30AM-8:30PM,4.1,220,37.5505389,127.072134,Phaozupu.jpg
엉뚱식당 한우전문점,음식점,Indoor,서울 동대문구 장한로에 위차한 한우전문 식당이다.,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,4.9,9,37.5649299,127.0497051,UngttungBeefRestaurant.jpg
샹그라,음식점,Indoor,"가게 앞 홍등을 비롯해서 실내 곳곳을 레드 컬러를 포인트로 넣고 중국 현지에서 공수한 오리엔탈 느낌의 소품으로 꾸민 모습이 고풍스러운 느낌이 드는 곳인데요, 자장면, 굴짬뽕, 탕수육 등의 단품 메뉴와 코스 요리가 두루 준비되어 있지요.",11AM-10PM,11AM-10PM,11AM-10PM,11AM-10PM,11AM-10PM,11AM-10PM,11AM-10PM,4,1,37.5505389,127.072134,Syang-Geula.jpg
매화반점,중국 음식점,Indoor,탕수육과 양꼬치로 유명한 중국요리 전문점. 저녁시간에는 줄을 서서 기다려 먹어야 할 만큼 인기가 많다. 이 곳에 메인 요리인 양꼬치는 구워나오기 때문에 연하고 부드러운 최상의 상태로 맛을 볼 수 있다. 또한 식감이 매우 좋은 가지 튀김도 인기 메뉴이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.7,606,37.5505389,127.072134,MaehwaChinesefood.jpg
투썸플레이스 어린이대공원역점,카페,Indoor,서울 광진구 광나루로에 위치한 ATwosomePlace.,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,3.9,47,37.5505389,127.072134,ATwosomePlaceChildren'sGrandParkStation.jpg
벨롱에스프레소,카페,Indoor,"벨롱의 대표메뉴라고 할 수 있는 티라미수, 아이스 플랫화이트 등이 유명하며 에스프레소, 아메리카노, 카페라떼 등 기본적인 커피와 다양한 음료가 준비되어 있다.",11AM-10:30PM,11AM-10:30PM,11AM-10:30PM,11AM-10:30PM,11AM-10:30PM,11AM-10:30PM,11AM-10:30PM,4.1,21,37.5505389,127.072134,BellonEspresso.jpg
롬곡,카페,Indoor,"슬픔이 모여 작은 눌물을 흘리고, 그 눈물이 마르도록 뒤집에 널어,  벽과 바닥에  흐르도록 만든 모든 것을 그녀를 위해 직접 인테리어 하고 꾸며 놓은 세상에서 하나뿐인 슬픔을 간직한 까페 롬곡입니다. 저희 카페는 커피만 취급하는 방식이 아닌 술과 와인을 같이 구비해 두고 있으며 편하게 쉴수 있는 공간을 제공해 드리고 싶은 마음에 정숙과 금연을 원칙으로 하고 있습니다. 언제든지 쉴수 있도록 오전 10시부터 새벽 두시까지 운영을 하고 있으며 주인장 마음대로 새벽 6시까지도 운영하곤 합니다. 모든것이 주인장 마음대로인 롬곡으로 여러분을 초대합니다.",11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,4.4,23,37.5505389,127.072134,Lomgog.jpg
카페레가토(CAFFE' LEGATO),카페,Indoor,"화양사거리 근처 골목에 자리 잡은 카페. 매장 구석구석 놓여 있는 초록빛 식물들이 싱그러운 느낌을 자아낸다. 대표 메뉴는 진한 커피 위에 달콤하면서도 짭조름한 크림을 올린 ‘아인슈페너’. 바삭하게 구운 호밀빵과 시원한 바닐라 아이스크림을 함께 즐기는 ‘아이스크림 샌드위치’도 인기 메뉴이다. 이외에도 매장에서 직접 만드는 스콘, 머랭 쿠키, 샌드위치 등 다양한 디저트 메뉴를 만나볼 수 있다.",11:30AM-11PM,Closed,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,,,37.5463294,127.0500747,CAFFE' LEGATO.jpg
카페 호이,카페,Indoor,"건대 카페 호이는 건대입구역 6번 출구에서 도보 5분 정도 걸리는 초역세권 카페입니다. 카페는 총 2층으로 구성되어 있으며, 1층운 테이블이 하나와 주문과 결제가 가능한 카운터가 있고, 남자화장실이 있습니다. 편하게 매장을 이용하시려면 2층에 자리를 맡은 후 1층에 와서 음료를 주문하시면 됩니다.",11AM-12PM,11AM-12PM,11AM-12PM,11AM-12PM,11AM-12PM,11AM-12PM,11AM-12PM,4.3,9,37.5505389,127.072134,CafeHoy.jpg
(주)바나나토크,카페,Indoor,"카페와 브런치를 동시에 즐길 수 있는 어린이대공원의 브런치 카페. 어린이대공원을 산책한 후에 따뜻한 커피 한 잔으로, 출출한 배를 채우기에도 좋다. 실내는 자리가 넓고 쾌적하며 야외 테라스도 이용할 수 있다. 모임, 친구, 연인 모두에게 추천한다.",11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,3.5,56,37.5505389,127.072134,Bananatalk.jpg
카페데코믹스 건대점,카페,Indoor,건대에 위치한 다양한 장르의 3만여 권의 책과 커피와 고양이 및 다양한 글거리가 있는 문화공간 카페데코믹스 건대점입니다. 조용한 분위기에 쾌적한 환경으로 3만여 권의 책과 커피가 살아 숨 쉬는 공간입니다. 다양한 글거리와 고양이가 있는 공간으로 스터디나 회의 북 카페 파티가 함께 하는 공간으로 책을 좋아하는 사람들의 모임을 가질 수 있는 꿈의 공간입니다. 책장 한가득 꽂힌 책들과 독서를 위한 센스 있는 소품들!! 아기자기한 인테리어까지 모든 것을 갖춘 공간 카페데코믹스 입니다.,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM,10AM-12PM,10AM-12PM,4.1,25,37.5505389,127.072134,CafedecomicsKonkukUniversity.jpg
감성다방,카페,Indoor,"전통 재료를 이용한 다양한 음료와 디저트를 만드는 ‘감성다방’. 대표 메뉴는 우유에 수삼을 넣고 시원하게 갈아낸 ‘수삼쉐이크’. 우유의 고소함과 수삼의 향긋함이 만나 건강한 맛을 선사한다. 취향에 따라 사과, 바나나를 추가하여 더욱 달콤하게 먹을 수 있다. 간단하게 즐길 수 있는 식사류도 준비되어 있으니 참고.",11:30AM-11PM,Closed,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,11:30AM-11PM,4.5,23,37.5505389,127.072134,EmotionalTearoom.jpg
투썸플레이스 아차산역,카페,Indoor,서울 광진구 천호대로에 위치한 ATwosomePlace.,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,8AM-11:30PM,4.1,56,37.5505389,127.072134,ATwosomePlaceAchasan.jpg
